id,name,upc,category,size,url,status
2185,Nature's Own Nature's Own Hotdog Butter Buns 8 Ea,7225001854,['22395267'],8 ea,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/buns/nature_s_own_nature_s_own_hotdog_butter_buns_8_ea/p/2185,available
1564405684712023472,Four Milk Cake,27103500000,['22394773'],5 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/four_milk_cake/p/1564405684712023472,available
1564405684712025201,"Sedano's Raisin Muffins, 24 oz",81584700069,['22394777'],24 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/muffins_cupcakes/sedano_s_raisin_muffins_24_oz/p/1564405684712025201,available
2314623,"Fathers Table Cheesecake, New York Style 16 Oz",1037416200,['22395269'],16 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/cheesecakes/fathers_table_cheesecake_new_york_style_16_oz/p/2314623,available
1564405684703660037,Edda's Vanilla Rum Balloon Cake,89243600205,['22394773'],8 in,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/edda_s_vanilla_rum_balloon_cake/p/1564405684703660037,available
1564405684703318137,"D'gari Gelatin Dessert, Coconut 4.2 Oz",73525701319,['22394631'],4.2 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/d_gari_gelatin_dessert_coconut_4_2_oz/p/1564405684703318137,available
1355799,"Lido Sweet Bread, Margarita 6.76 oz",73852900069,['22394759'],6.76 oz,https://www.sedanos.com/shop/bakery/freshly_baked_artisan_bread/sweet/lido_sweet_bread_margarita_6_76_oz/p/1355799,available
2341868,"Badia Bread Crumbs, With Complete Seasoning 15 Oz",3384400270,['22394622'],15 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/badia_bread_crumbs_with_complete_seasoning_15_oz/p/2341868,available
7394640,Hojalmar Sticks,779345000015,['22394631'],151 g,https://www.sedanos.com/shop/bakery/sweets_desserts/hojalmar_sticks/p/7394640,available
1564405684689234427,Lila's Desserts Capuchinos Cone Cake In Syrup,73774100912,['22394773'],12 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/lila_s_desserts_capuchinos_cone_cake_in_syrup/p/1564405684689234427,available
2320328,Pepperidge Farm® 15 Grain Bread 24.000 oz,1410008598,['22394746'],24.000 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/pepperidge_farm_15_grain_bread_24_000_oz/p/2320328,available
1564405684712021714,Sedano's Corn Meal Thin,81002885104,['22394612'],2 lb,https://www.sedanos.com/shop/bakery/sedano_s_corn_meal_thin/p/1564405684712021714,available
4047,Pepperidge Farm® Sesame Topped Hamburger Buns 15.000 oz,1410007161,['22395267'],15.000 oz,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/buns/pepperidge_farm_sesame_topped_hamburger_buns_15_000_oz/p/4047,available
595137,"Wonder Bread, Italian Style 16 Oz",7225003106,['22394744'],16 oz,https://www.sedanos.com/shop/bakery/breads_from_the_aisle/french_italian/wonder_bread_italian_style_16_oz/p/595137,available
1564405684703840694,"Pan Plus Pre Baked Baguettes, 2 Ct",80487911578,['22394612'],10.7 oz,https://www.sedanos.com/shop/bakery/pan_plus_pre_baked_baguettes_2_ct/p/1564405684703840694,available
1564405684712021707,Chocolate Marquesita,27118300000,['22394773'],12 oz,https://www.sedanos.com/shop/bakery/sweets_desserts/cakes/chocolate_marquesita/p/1564405684712021707,available
522661,"Nature's Own Hamburger Buns, Butter 8 ea",7225002313,['22395267'],8 ea,https://www.sedanos.com/shop/bakery/buns_rolls/from_the_aisle/buns/nature_s_own_hamburger_buns_butter_8_ea/p/522661,available
